Original City,Original Country,Date,API City,API Country,API Longitude,API Latitude,Max Temperature,% Humidity,% Cloudiness,Wind Speed,Sunrise Time,Sunset Time
sola,vu,1544412579,Sola,VU,167.55,-13.88,27.15,100,92,7.01,1544379277,1544425817
ahipara,nz,1544412581,Ahipara,NZ,173.16,-35.17,20.08,72,12,7.11,1544375162,1544427247
port hardy,ca,1544412000,Port Hardy,CA,-127.42,50.7,5.0,93,75,1.5,1544458838,1544487872
remanso,br,1544412583,Remanso,BR,-42.08,-9.62,22.33,100,44,2.66,1544430058,1544475690
aswan,eg,1544407200,Aswan,EG,32.9,24.09,10.0,57,0,1.0,1544415638,1544454100
vysokogornyy,ru,1544412585,Vysokogornyy,RU,139.13,50.1,-23.78,68,32,1.41,1544394654,1544424072
west wendover,us,1544410560,West Wendover,US,-114.07,40.74,-2.2,88,90,1.16,1544453378,1544486925
coquimbo,cl,1544410800,Coquimbo,CL,-71.34,-29.95,16.0,82,0,1.5,1544434644,1544485159
kashi,cn,1544410800,Kashi,CN,75.98,39.45,-8.0,67,20,2.0,1544407508,1544441542
torrington,us,1544410500,Torrington,US,-104.18,42.06,-0.1,67,1,2.1,1544451252,1544484303
puerto asis,co,1544412591,Puerto Asis,CO,-76.5,0.51,20.8,96,12,0.71,1544439364,1544482908
finschhafen,pg,1544412592,Finschhafen,PG,147.85,-6.6,23.78,100,92,0.96,1544384778,1544429774
humberto de campos,br,1544412593,Humberto de Campos,BR,-43.46,-2.6,27.08,94,48,4.01,1544431116,1544475293
vapnyarka,ua,1544412595,Vapnyarka,UA,28.74,48.53,-4.68,91,48,1.36,1544420754,1544450976
balikpapan,id,1544412596,Balikpapan,ID,116.86,-1.24,30.63,92,8,2.31,1544392765,1544436665
san lorenzo,ec,1544412597,San Lorenzo,EC,-78.84,1.29,22.93,97,92,1.01,1544440005,1544483391
luena,ao,1544412598,Luena,AO,19.91,-11.78,18.0,94,92,4.01,1544414947,1544461037
puerto cabezas,ni,1544412600,Puerto Cabezas,NI,-83.39,14.04,27.5,93,92,5.21,1544442417,1544483161
mykolayivka,ua,1544412601,Mykolayivka,UA,30.76,47.54,-0.13,96,92,1.71,1544420024,1544450736
synya,ru,1544412602,Synya,RU,58.04,65.37,-6.75,84,80,4.26,1544422154,1544435501
adwa,et,1544412604,Adwa,ET,38.9,14.16,11.23,92,0,1.06,1544413069,1544453791
bokoro,td,1544412605,Bokoro,TD,17.06,12.38,16.8,33,0,5.06,1544418123,1544459224
kawalu,id,1544412606,Kawalu,ID,108.21,-7.38,24.93,84,64,1.31,1544394213,1544439372
northam,au,1544410800,Northam,AU,116.67,-31.65,28.0,39,0,3.1,1544389269,1544440262
maldonado,uy,1544410800,Maldonado,UY,-54.96,-34.91,20.0,82,75,5.1,1544429959,1544481982
marawi,sd,1544412610,Marawi,SD,31.82,18.48,11.93,63,0,4.86,1544415243,1544455016
orangeburg,us,1544411940,Orangeburg,US,-80.86,33.49,4.0,89,90,2.6,1544444210,1544480149
shumskiy,ru,1544412613,Shumskiy,RU,99.13,54.83,-26.58,66,36,0.96,1544405743,1544432187
barauna,br,1544412693,Barauna,BR,-42.49,-14.07,19.25,96,92,5.81,1544429678,1544476268
muzhi,ru,1544412616,Muzhi,RU,64.7,65.4,-17.93,66,12,1.91,1544420589,1544433868
najran,sa,1544407200,Najran,SA,44.22,17.54,17.0,48,0,2.6,1544412161,1544452144
hualmay,pe,1544412618,Hualmay,PE,-77.61,-11.1,15.3,94,20,1.96,1544438430,1544484378
qaqortoq,gl,1544412619,Qaqortoq,GL,-46.03,60.72,-4.08,96,20,4.56,1544443321,1544464306
erenhot,cn,1544412622,Erenhot,CN,111.97,43.65,-17.98,50,32,2.11,1544399660,1544432109
yerbogachen,ru,1544412623,Yerbogachen,RU,108.01,61.28,-22.2,62,76,3.86,1544406654,1544427009
mangrol,in,1544412625,Mangrol,IN,76.51,25.33,17.33,49,44,3.91,1544405320,1544443479
kyrylivka,ua,1544412626,Kyrylivka,UA,37.3,47.65,1.78,97,80,4.21,1544418480,1544449140
skibbereen,ie,1544410800,Skibbereen,IE,-9.27,51.55,6.0,87,0,4.1,1544430708,1544459272
bonavista,ca,1544412628,Bonavista,CA,-53.11,48.65,-0.35,100,80,13.21,1544440442,1544470589
ambilobe,mg,1544412629,Ambilobe,MG,49.05,-13.19,21.38,93,8,1.66,1544407799,1544454193
sergeyevka,kz,1544412631,Sergeyevka,KZ,67.42,53.88,-26.48,46,0,1.31,1544413026,1544440130
camapua,br,1544412632,Camapua,BR,-54.04,-19.53,24.58,41,0,3.66,1544431832,1544479661
knysna,za,1544410800,Knysna,ZA,23.05,-34.04,12.0,93,0,1.0,1544411374,1544463110
south lake tahoe,us,1544410500,South Lake Tahoe,US,-119.98,38.93,0.0,92,40,1.41,1544454474,1544488667
westerland,de,1544412635,Westerland,DE,8.3,54.91,7.3,90,56,13.76,1544427589,1544453953
caravelas,br,1544412637,Caravelas,BR,-39.27,-17.73,24.68,100,100,9.61,1544428495,1544475905
kloulklubed,pw,1544410440,Kloulklubed,PW,134.26,7.04,30.0,70,75,5.7,1544389429,1544431645
aklavik,ca,1544411760,Aklavik,CA,-135.01,68.22,-18.0,84,90,1.5,0,0
broken hill,au,1544410800,Broken Hill,AU,141.45,-31.97,26.0,47,64,6.2,1544383273,1544434360
dongsheng,cn,1544412641,Dongsheng,CN,112.52,29.72,1.13,90,92,3.61,1544397242,1544434266
kodyma,ua,1544412642,Kodyma,UA,29.13,48.1,-1.73,100,80,2.41,1544420553,1544450990
weyburn,ca,1544412644,Weyburn,CA,-103.85,49.67,-14.1,82,0,1.71,1544452894,1544482500
shimanovsk,ru,1544412645,Shimanovsk,RU,127.67,52.0,-21.48,59,0,1.56,1544397952,1544426275
huilong,cn,1544412646,Huilong,CN,106.5,31.15,3.68,99,68,1.86,1544398884,1544435514
wawa,ca,1544412649,Wawa,CA,-84.77,47.99,-12.68,82,0,1.16,1544447880,1544478353
champerico,gt,1544412651,Champerico,GT,-91.92,14.3,24.18,100,24,0.76,1544444493,1544485180
vytegra,ru,1544412652,Vytegra,RU,36.45,61.01,-5.25,89,92,6.01,1544423680,1544444344
santo amaro da imperatriz,br,1544410800,Santo Amaro da Imperatriz,BR,-48.78,-27.69,23.0,73,75,5.7,1544429544,1544479427
debre tabor,et,1544412654,Debre Tabor,ET,38.01,11.86,8.15,67,0,1.71,1544413038,1544454250
kieta,pg,1544412550,Kieta,PG,155.63,-6.22,30.08,87,76,1.86,1544382949,1544427867
smithers,ca,1544410800,Smithers,CA,-127.17,54.78,-2.0,79,40,4.6,1544460081,1544486508
zhob,pk,1544412659,Zhob,PK,69.45,31.34,-2.48,76,0,1.56,1544407807,1544444381
katobu,id,1544412661,Katobu,ID,122.53,-4.94,30.83,84,44,1.21,1544391027,1544435682
naustdal,no,1544410200,Naustdal,NO,5.72,61.51,4.0,100,92,8.7,1544431378,1544451400
lima,pe,1544410800,Lima,PE,-77.04,-12.06,20.0,77,0,5.1,1544438191,1544484344
cairns,au,1544410800,Cairns,AU,145.77,-16.92,28.0,78,75,6.7,1544384168,1544431385
maturin,ve,1544412623,Maturin,VE,-63.18,9.75,25.68,68,24,3.11,1544437112,1544478763
zhangye,cn,1544412669,Zhangye,CN,100.46,38.94,-13.18,85,56,2.26,1544401540,1544435756
batticaloa,lk,1544412670,Batticaloa,LK,81.69,7.71,25.73,100,88,3.11,1544402119,1544444196
mananjary,mg,1544412671,Mananjary,MG,46.8,-19.16,13.13,80,0,1.41,1544407669,1544455406
mora,cm,1544412673,Mora,CM,14.13,11.05,15.78,43,0,3.46,1544418686,1544460068
nyzy,ua,1544412675,Nyzy,UA,34.78,50.78,-0.25,98,80,1.61,1544419905,1544448924
ipixuna,br,1544410800,Ipixuna,BR,-48.8,-1.76,24.0,94,0,2.6,1544432483,1544476489
lerwick,gb,1544412000,Lerwick,GB,-1.15,60.15,5.0,65,44,9.3,1544432210,1544453868
vao,nc,1544412678,Vao,NC,167.48,-22.67,24.53,100,24,6.61,1544378280,1544426851
itoman,jp,1544410800,Itoman,JP,127.67,26.12,21.0,83,75,4.1,1544393135,1544431100
jiutai,cn,1544410800,Jiutai,CN,125.84,44.15,-10.0,33,0,2.0,1544396432,1544428677
ust-maya,ru,1544412683,Ust-Maya,RU,134.54,60.42,-32.33,40,48,1.61,1544399763,1544421162
venice,us,1544411700,Venice,US,-82.45,27.1,21.0,83,75,6.7,1544443711,1544481412
chiang kham,th,1544410800,Chiang Kham,TH,100.3,19.53,24.0,88,75,1.0,1544398919,1544438458
okuchi,jp,1544410800,Okuchi,JP,130.62,32.07,9.0,61,75,1.5,1544393222,1544429594
kattivakkam,in,1544410800,Kattivakkam,IN,80.32,13.22,24.0,94,20,1.5,1544403024,1544443948
chunskiy,ru,1544412690,Chunskiy,RU,99.63,56.08,-25.5,62,64,1.46,1544406095,1544431595
tessalit,ml,1544412551,Tessalit,ML,1.01,20.2,13.8,52,0,4.76,1544422836,1544462216
codajas,br,1544412692,Codajas,BR,-62.06,-3.84,22.88,100,80,0.71,1544435454,1544479886
beidao,cn,1544412693,Beidao,CN,105.89,34.57,-5.13,82,92,1.51,1544399529,1544435161
biak,id,1544412694,Biak,ID,122.88,-0.91,30.5,80,12,0.91,1544391354,1544435186
kyra,ru,1544412695,Kyra,RU,111.97,49.58,-22.63,58,48,1.16,1544401037,1544430730
sfantu gheorghe,ro,1544410800,Sfantu Gheorghe,RO,26.83,44.65,-1.0,92,90,2.1,1544420314,1544452334
la libertad,sv,1544410200,La Libertad,SV,-89.32,13.49,26.0,83,20,2.6,1544443782,1544484643
khandyga,ru,1544412700,Khandyga,RU,135.58,62.65,-37.85,69,20,1.41,1544400968,1544419457
belaya gora,ru,1544412701,Belaya Gora,RU,146.19,68.54,-42.73,0,20,1.46,0,0
aquiraz,br,1544407200,Aquiraz,BR,-38.39,-3.9,27.0,83,75,3.1,1544429766,1544474209
shizunai,jp,1544412705,Shizunai,JP,142.37,42.33,-4.58,100,12,6.46,1544392097,1544425076
hanko,fi,1544412706,Hanko,FI,22.95,59.83,3.83,100,92,8.11,1544426244,1544448263
khovu-aksy,ru,1544412707,Khovu-Aksy,RU,93.72,51.13,-33.75,40,20,1.06,1544405849,1544434680
henties bay,na,1544412709,Henties Bay,NA,14.28,-22.12,13.18,100,0,1.06,1544415122,1544463568
providencia,mx,1544412711,Providencia,MX,-109.99,27.5,14.33,85,0,1.11,1544450376,1544487971
kankaanpaa,fi,1544412000,Kankaanpaa,FI,22.42,61.8,3.0,93,92,5.7,1544427557,1544447202
ishinomaki,jp,1544410800,Ishinomaki,JP,141.3,38.42,4.0,51,75,3.6,1544391644,1544426043
wattegama,lk,1544412714,Wattegama,LK,80.68,7.35,23.15,94,48,2.01,1544402325,1544444476
davila,ph,1544410800,Davila,PH,120.58,18.47,30.0,66,40,2.1,1544393931,1544433710
corrales,pe,1544412717,Corrales,PE,-71.5,-15.47,4.68,61,36,1.66,1544436488,1544483388
maltahohe,na,1544412718,Maltahohe,NA,16.98,-24.83,11.08,36,0,4.61,1544414135,1544463259
monze,zm,1544412719,Monze,ZM,27.48,-16.28,17.63,98,92,5.31,1544412636,1544459714
eureka,us,1544411040,Eureka,US,-124.16,40.8,11.7,96,90,1.5,1544455812,1544489336
chapulhuacan,mx,1544412721,Chapulhuacan,MX,-98.9,21.17,9.3,98,92,0.86,1544446937,1544486087
antofagasta,cl,1544410800,Antofagasta,CL,-70.4,-23.65,17.0,82,90,3.1,1544435260,1544484090
kondinskoye,ru,1544412724,Kondinskoye,RU,67.41,59.65,-16.38,68,8,1.21,1544415466,1544437693
kavieng,pg,1544412725,Kavieng,PG,150.8,-2.57,29.98,100,48,2.06,1544384482,1544428652
syriam,mm,1544410800,Syriam,MM,96.24,16.77,28.0,74,75,3.6,1544399586,1544439742
tual,id,1544412727,Tual,ID,132.75,-5.67,30.3,98,64,3.26,1544388499,1544433303
buchanan,lr,1544410800,Buchanan,LR,-10.05,5.88,25.0,100,75,3.81,1544423957,1544466408
alta floresta,br,1544412729,Alta Floresta,BR,-56.08,-9.87,21.68,99,76,1.26,1544433393,1544479077
varkaus,fi,1544412000,Varkaus,FI,27.87,62.32,1.0,92,90,4.1,1544426608,1544445534
ingraj bazar,in,1544412732,Ingraj Bazar,IN,88.15,25.0,18.63,76,0,2.06,1544402484,1544440726
bhadravati,in,1544412733,Bhadravati,IN,79.12,20.11,20.68,100,68,3.61,1544404071,1544443476
santa cruz,cr,1544410800,Santa Cruz,CR,-85.58,10.26,27.0,65,0,7.7,1544442543,1544484087
high wycombe,gb,1544410200,High Wycombe,GB,-0.75,51.63,7.0,87,90,5.1,1544428685,1544457204
dakoro,ne,1544412738,Dakoro,NE,6.76,14.51,14.5,39,0,5.56,1544420823,1544461469
galle,lk,1544412739,Galle,LK,80.22,6.04,24.58,100,92,1.61,1544402301,1544444721
vostok,ru,1544412741,Vostok,RU,135.83,46.45,-19.45,59,12,1.31,1544394535,1544425776
vestmannaeyjar,is,1544412617,Vestmannaeyjar,IS,-20.27,63.44,3.5,100,56,11.31,1544439044,1544456212
nizhniy kuranakh,ru,1544412743,Nizhniy Kuranakh,RU,125.49,58.84,-25.2,59,64,1.26,1544401098,1544424174
paracuru,br,1544407200,Paracuru,BR,-39.03,-3.41,27.0,83,75,3.1,1544429969,1544474313
louga,sn,1544410800,Louga,SN,-16.22,15.62,21.0,43,0,3.1,1544426461,1544466865
the pas,ca,1544410800,The Pas,CA,-101.24,53.82,-8.0,78,1,3.1,1544453516,1544480623
berlevag,no,1544412606,Berlevag,NO,29.09,70.86,-1.23,100,88,3.01,0,0
claresholm,ca,1544410800,Claresholm,CA,-113.58,50.02,1.0,64,75,8.2,1544455325,1544484740
kovdor,ru,1544412750,Kovdor,RU,30.47,67.56,-2.18,94,92,1.66,1544432910,1544437981
palmer,us,1544410680,Palmer,US,-149.11,61.6,-3.3,91,1,2.1,1544468637,1544488484
padang,id,1544412642,Padang,ID,100.36,-0.92,27.08,100,24,0.86,1544396759,1544440594
balakirevo,ru,1544412754,Balakirevo,RU,38.84,56.51,-0.1,97,88,5.51,1544420870,1544446008
saint-pierre,mq,1544410800,Saint-Pierre,MQ,-61.18,14.74,25.0,73,40,3.6,1544437160,1544477754
port keats,au,1544412757,Port Keats,AU,129.55,-14.25,35.38,77,0,1.51,1544388359,1544434982
thunder bay,ca,1544410800,Thunder Bay,CA,-89.26,48.41,-4.0,85,90,3.6,1544449063,1544479326
shelopugino,ru,1544412760,Shelopugino,RU,117.56,51.65,-28.78,53,20,1.16,1544400276,1544428806
adrar,dz,1544410800,Adrar,DZ,-0.29,27.87,10.0,46,0,4.6,1544424084,1544461591
lexington,us,1544411700,Lexington,US,-84.5,38.05,0.0,74,75,4.6,1544445804,1544480302
kishi,ng,1544412763,Kishi,NG,3.85,9.08,19.3,68,0,1.71,1544420949,1544462741
zyryanka,ru,1544412765,Zyryanka,RU,150.89,65.73,-32.25,40,68,1.01,1544400286,1544412786
purpe,ru,1544412766,Purpe,RU,76.69,64.48,-8.7,88,88,5.26,1544416694,1544432006
oktyabrskiy,ru,1544410800,Oktyabrskiy,RU,37.97,55.61,0.0,98,90,3.0,1544420723,1544446573
byron bay,au,1544410800,Byron Bay,AU,153.62,-28.65,31.0,65,12,6.7,1544380829,1544430959
cervignano del friuli,it,1544412000,Cervignano del Friuli,IT,13.34,45.82,6.0,93,0,2.1,1544423809,1544455316
saint simons,us,1544411820,Saint Simons,US,-81.39,31.14,11.6,87,90,2.6,1544443999,1544480615
yecla,es,1544410800,Yecla,ES,-1.12,38.61,11.0,57,0,1.0,1544425877,1544460194
caconda,ao,1544412775,Caconda,AO,15.06,-13.73,13.75,74,0,3.16,1544415900,1544462413
bay roberts,ca,1544410800,Bay Roberts,CA,-53.28,47.58,-5.0,85,75,13.9,1544440217,1544470896
lalibela,et,1544412777,Lalibela,ET,39.05,12.04,6.0,88,0,1.46,1544412807,1544453981
ngunguru,nz,1544412778,Ngunguru,NZ,174.5,-35.62,21.53,77,24,6.86,1544374767,1544426999
escanaba,us,1544411700,Escanaba,US,-87.06,45.75,-1.6,90,1,3.56,1544447905,1544479428
nishihara,jp,1544410800,Nishihara,JP,139.53,35.74,8.3,36,75,4.6,1544391632,1544426906
yining,cn,1544412782,Yining,CN,114.56,29.04,1.08,100,92,1.51,1544396661,1544433868
san roque,ph,1544412784,San Roque,PH,124.87,12.54,26.78,100,32,3.51,1544392256,1544433326
coachella,us,1544411700,Coachella,US,-116.18,33.68,13.0,87,1,0.56,1544452719,1544488599
dakar,sn,1544410800,Dakar,SN,-17.45,14.69,24.0,73,0,4.1,1544426655,1544467261
bakel,sn,1544412787,Bakel,SN,-12.46,14.9,18.98,30,0,4.16,1544425480,1544466041
bria,cf,1544412788,Bria,CF,21.99,6.54,16.8,68,12,1.66,1544416332,1544458649
tupelo,us,1544411700,Tupelo,US,-88.7,34.26,3.0,81,90,4.1,1544446208,1544481916
sioux lookout,ca,1544410800,Sioux Lookout,CA,-91.92,50.1,-9.0,100,90,2.6,1544450145,1544479520
liverpool,ca,1544412793,Liverpool,CA,-64.71,44.04,-0.03,100,48,5.31,1544442169,1544474433
iralaya,hn,1544412794,Iralaya,HN,-83.23,15.0,25.78,91,80,2.66,1544442482,1544483019
fukue,jp,1544410800,Fukue,JP,136.69,35.03,9.0,42,75,8.7,1544392203,1544427698
den helder,nl,1544412300,Den Helder,NL,4.76,52.96,9.0,65,80,8.2,1544427773,1544455470
itacoatiara,br,1544412620,Itacoatiara,BR,-58.44,-3.14,25.23,91,32,1.91,1544434657,1544478945
shimoda,jp,1544410800,Shimoda,JP,138.93,34.7,11.0,100,75,7.7,1544391615,1544427211
beloha,mg,1544412609,Beloha,MG,45.06,-25.17,22.05,89,20,1.61,1544407351,1544456561
touros,br,1544407200,Touros,BR,-35.46,-5.2,26.0,88,75,2.1,1544428929,1544473639
pochutla,mx,1544409600,Pochutla,MX,-96.47,15.74,25.0,88,40,2.31,1544445742,1544486116
langsa,id,1544412804,Langsa,ID,97.97,4.47,23.98,97,88,0.71,1544397880,1544440620
tarragona,ph,1544412805,Tarragona,PH,126.45,7.05,27.98,87,0,4.76,1544391306,1544433519
camabatela,ao,1544412806,Camabatela,AO,15.37,-8.19,19.03,97,92,1.41,1544416416,1544461746
santa fe,cu,1544410500,Santa Fe,CU,-82.26,23.13,22.0,100,75,0.5,1544443173,1544481860
obo,cf,1544412809,Obo,CF,26.49,5.39,14.55,81,20,1.26,1544415134,1544457686
alofi,nu,1544407200,Alofi,NU,-169.92,-19.06,27.0,61,0,5.7,1544459704,1544507429
rocha,uy,1544412811,Rocha,UY,-54.34,-34.48,23.15,45,76,4.21,1544429879,1544481764
porto santo,pt,1544410800,Porto Santo,PT,-16.34,33.07,17.0,77,75,2.1,1544428655,1544464724
inhambane,mz,1544412813,Inhambane,MZ,35.38,-23.87,23.05,100,80,5.46,1544409841,1544458719
eyrarbakki,is,1544410800,Eyrarbakki,IS,-21.15,63.86,1.0,86,90,7.7,1544439621,1544456058
svetlogorsk,ru,1544410800,Svetlogorsk,RU,59.15,53.14,-11.0,72,90,1.36,1544414767,1544442360
erzin,ru,1544412817,Erzin,RU,95.16,50.26,-34.03,40,0,1.06,1544405258,1544434580
buala,sb,1544412818,Buala,SB,159.59,-8.15,31.08,77,64,2.06,1544381799,1544427117
kapit,my,1544412819,Kapit,MY,112.94,2.02,23.08,99,92,1.31,1544394037,1544437275
neijiang,cn,1544412820,Neijiang,CN,105.06,29.59,6.0,100,48,2.01,1544399016,1544436074
poum,nc,1544412822,Poum,NC,164.02,-20.23,27.23,96,36,3.16,1544379405,1544427387
salym,ru,1544412823,Salym,RU,71.48,60.06,-12.78,72,76,1.96,1544414711,1544436494
machinga,mw,1544412824,Machinga,MW,35.3,-15.18,20.08,100,56,1.56,1544410882,1544457713
luwuk,id,1544412825,Luwuk,ID,122.79,-0.95,30.5,80,12,0.91,1544391371,1544435212
iki-burul,ru,1544410800,Iki-Burul,RU,44.65,45.82,-2.0,100,88,6.0,1544416290,1544447802
virginia beach,us,1544411700,Virginia Beach,US,-75.98,36.85,9.4,92,90,11.3,1544443559,1544478456
pangoa,pe,1544412830,Pangoa,PE,-73.0,-12.12,17.93,96,32,1.21,1544437214,1544483380
huarmey,pe,1544412831,Huarmey,PE,-78.15,-10.07,14.8,90,0,1.51,1544438670,1544484397
eskisehir,tr,1544410200,Eskisehir,TR,30.52,39.78,3.0,93,40,2.96,1544418483,1544452395
nadym,ru,1544412606,Nadym,RU,72.51,65.53,-9.53,83,88,4.31,1544418873,1544431834
arjona,co,1544410800,Arjona,CO,-75.34,10.25,27.0,88,40,3.1,1544440083,1544481630
santa rosa,bo,1544412836,Santa Rosa,BO,-64.83,-20.7,14.48,85,92,0.76,1544434284,1544482391
forestville,ca,1544410800,Forestville,CA,-69.09,48.74,-12.0,85,90,2.1,1544444303,1544474401
ciampino,it,1544412000,Ciampino,IT,12.6,41.8,14.0,93,0,1.5,1544423158,1544456324
zhezkazgan,kz,1544410800,Zhezkazgan,KZ,67.71,47.8,-6.0,100,90,1.0,1544411214,1544441805
saint-joseph,re,1544410800,Saint-Joseph,RE,55.62,-21.37,28.0,61,40,1.0,1544405290,1544453551
sao felix do xingu,br,1544412719,Sao Felix do Xingu,BR,-51.99,-6.64,22.3,100,48,0.96,1544432749,1544477757
benghazi,ly,1544412843,Benghazi,LY,20.07,32.12,19.63,100,92,10.86,1544419775,1544456123
ekibastuz,kz,1544412547,Ekibastuz,KZ,75.32,51.72,-26.75,47,32,1.56,1544410442,1544438922
great yarmouth,gb,1544412000,Great Yarmouth,GB,1.73,52.61,3.0,100,64,4.1,1544428389,1544456309
abohar,in,1544412795,Abohar,IN,74.2,30.15,13.78,92,100,4.36,1544406502,1544443406
kombissiri,bf,1544410800,Kombissiri,BF,-1.34,12.07,19.0,42,0,1.0,1544422508,1544463674
sur,om,1544412849,Sur,OM,59.53,22.57,23.88,100,0,4.71,1544409062,1544447891
caborca,mx,1544412852,Caborca,MX,-111.1,30.58,6.0,70,0,2.06,1544451055,1544487825
jhang,pk,1544409000,Jhang,PK,72.7,33.67,11.0,87,75,3.6,1544407363,1544443263
namie,jp,1544410800,Namie,JP,140.86,37.52,4.0,48,40,6.2,1544391599,1544426299
sapatgram,in,1544412855,Sapatgram,IN,90.16,26.35,18.83,63,0,1.81,1544402170,1544440075
ouadda,cf,1544412856,Ouadda,CF,22.4,8.07,15.58,58,8,3.16,1544416391,1544458393
kyenjojo,ug,1544412858,Kyenjojo,UG,30.64,0.61,13.88,93,76,1.31,1544413652,1544457176
greymouth,nz,1544412859,Greymouth,NZ,171.21,-42.45,17.43,94,64,3.06,1544374292,1544429059
lahaina,us,1544410560,Lahaina,US,-156.68,20.87,25.6,69,40,5.7,1544460775,1544499992
sindor,ru,1544412861,Sindor,RU,51.9,62.87,-6.73,88,88,2.56,1544421243,1544439361
karpogory,ru,1544412862,Karpogory,RU,44.44,64.0,-5.68,77,76,2.86,1544423985,1544440200
jieshi,cn,1544412863,Jieshi,CN,115.83,22.82,14.43,100,68,4.01,1544395574,1544434347
george town,ky,1544410800,George Town,KY,-81.37,19.29,25.0,88,0,3.36,1544442511,1544482096
chapada dos guimaraes,br,1544407200,Chapada dos Guimaraes,BR,-55.75,-15.46,26.0,78,0,2.1,1544432708,1544479605
pio xii,br,1544412867,Pio XII,BR,-45.17,-3.89,24.75,92,80,0.26,1544431394,1544475836
valleyview,ca,1544412868,Valleyview,CA,-117.28,55.07,-8.5,70,68,2.06,1544457811,1544484029
curug,rs,1544410800,Curug,RS,20.07,45.47,3.0,100,64,2.1,1544422115,1544453779
buraydah,sa,1544407200,Buraydah,SA,43.97,26.33,13.0,100,0,5.1,1544413258,1544451165
port augusta,au,1544410800,Port Augusta,AU,137.76,-32.49,25.0,44,20,9.8,1544384081,1544435325
anan,jp,1544410800,Anan,JP,134.64,33.91,7.0,52,75,2.6,1544392526,1544428360
beipiao,cn,1544412874,Beipiao,CN,120.76,41.8,-8.13,34,0,1.86,1544397184,1544430364
sulangan,ph,1544412875,Sulangan,PH,123.72,11.14,28.28,98,0,5.56,1544392384,1544433750
balkhash,kz,1544410800,Balkhash,KZ,74.98,46.84,-9.0,66,40,4.0,1544409239,1544440290
urdoma,ru,1544412878,Urdoma,RU,48.55,61.74,-5.75,90,88,2.21,1544421239,1544440974
samarai,pg,1544412879,Samarai,PG,150.67,-10.62,29.23,100,80,1.81,1544383680,1544429519
shimabara,jp,1544410800,Shimabara,JP,130.33,32.79,11.0,61,75,5.1,1544393396,1544429560
nicoya,cr,1544410800,Nicoya,CR,-85.45,10.15,27.0,65,0,7.7,1544442500,1544484068
pionerskiy,ru,1544412883,Pionerskiy,RU,62.86,61.2,-13.18,89,48,1.31,1544417452,1544437890
gharghoda,in,1544412884,Gharghoda,IN,83.36,22.18,19.05,70,8,2.01,1544403294,1544442217
ravar,ir,1544412886,Ravar,IR,56.81,31.27,-3.35,77,0,1.26,1544410832,1544447424
aanekoski,fi,1544412000,Aanekoski,FI,25.73,62.6,0.0,96,90,4.6,1544427327,1544445843
imbituba,br,1544410800,Imbituba,BR,-48.67,-28.24,23.0,73,75,5.7,1544429442,1544479476
loukhi,ru,1544412889,Loukhi,RU,33.04,66.08,-2.88,88,88,2.06,1544429112,1544440547
port macquarie,au,1544410800,Port Macquarie,AU,152.91,-31.43,26.0,65,0,6.2,1544380603,1544431528
vilcun,cl,1544410800,Vilcun,CL,-72.23,-38.65,12.0,93,0,0.66,1544433460,1544486775
qianguo,cn,1544412893,Qianguo,CN,124.86,45.12,-13.5,46,8,2.06,1544396873,1544428706
quatre cocos,mu,1544410800,Quatre Cocos,MU,57.76,-20.21,24.0,94,75,2.1,1544404915,1544452898
wuwei,cn,1544412895,Wuwei,CN,102.64,37.93,-12.7,78,8,0.31,1544400845,1544435405
kamina,cd,1544412897,Kamina,CD,25.0,-8.74,19.08,97,92,1.16,1544414047,1544459492
viedma,ar,1544412898,Viedma,AR,-62.99,-40.81,17.78,56,48,3.61,1544430834,1544484966
antalaha,mg,1544412900,Antalaha,MG,50.28,-14.9,24.65,92,32,2.76,1544407317,1544454086
karlstad,se,1544410200,Karlstad,SE,13.5,59.38,0.0,94,44,5.7,1544428275,1544450769
whyalla,au,1544410800,Whyalla,AU,137.58,-33.04,25.0,44,12,9.8,1544384040,1544435452
havre,us,1544410380,Havre,US,-109.68,48.55,-8.3,87,1,2.6,1544454002,1544484191
bollnas,se,1544412904,Bollnas,SE,16.39,61.35,-0.83,97,92,1.41,1544428712,1544448943
leh,in,1544412906,Leh,IN,77.58,34.16,-21.28,77,56,0.46,1544406265,1544442019
kashan,ir,1544407200,Kashan,IR,51.44,33.99,5.0,80,0,1.86,1544412516,1544448319
inza,ru,1544412908,Inza,RU,46.36,53.86,-4.5,92,92,3.51,1544418078,1544445190
diego de almagro,cl,1544412909,Diego de Almagro,CL,-70.05,-26.39,14.83,81,0,0.91,1544434823,1544484359
poltavka,ru,1544412910,Poltavka,RU,71.76,54.36,-18.53,70,24,2.26,1544412150,1544438922
saint-louis,sn,1544410800,Saint-Louis,SN,-16.5,16.03,21.0,43,0,3.1,1544426573,1544466887
dicabisagan,ph,1544412914,Dicabisagan,PH,122.42,17.08,26.43,99,8,2.76,1544393334,1544433423
kutum,sd,1544412846,Kutum,SD,24.66,14.2,8.98,59,0,4.01,1544416492,1544457205
vagur,fo,1544412916,Vagur,FO,-6.81,61.47,5.43,100,48,7.91,1544434363,1544454432
nagorsk,ru,1544412917,Nagorsk,RU,50.8,59.32,-5.18,93,88,3.46,1544419283,1544441851
phaltan,in,1544412918,Phaltan,IN,74.43,17.99,19.53,73,0,1.26,1544404957,1544444842
